MOTIF ID	LOCATIONS	REFERENCES	DESCRIPTION
B318	India	India	
B319.1	Ireland	Irish myth	
B319.2		Cheremis	
B322	Japan	Breton, Japanese	
B322.1	Canada, France, India, Switserland	. Missouri French, Gr. f. Vksk. Hindu	The hero is carried on the back of an eagle who demands food. The hero finally feeds parts of his own flesh.
B322.2	China	Chinese	
B325	England, Sicily	English, Gonzenbach, Sicilian	
B325.1	Finland, India, Jamaica, Spain	. Jamaica, Boberg. Spanish, Finnish-Swedish, Icel., India, N. A. Indian, Spanish Exempla	(Sop to Cerberus.)
B331.1	India	. India	Tries to warn the king against drinking water poisoned by snake.
B331.1.1	India	India	Tries to warn king against drinking water poisoned by snake.
B331.2	India, Ireland, Spain, U.S.	. Spanish Exempla, India, Irish myth, U.S.	Dog has saved child from serpent. Father sees bloody mouth, thinks the dog has eaten the child, and kills the dog.
B331.2.1	India	A Classical Indian Folk-Tale as a Reported Modern Event, India	
B331.2.2	India	India	
B331.3	India	India	
B332		Icel.	
B335	India, Japan	. India, Ikeda. N. A. Indian (Menomini), Japanese	
B335.1			Loses everything.
B335.1.1	India	India	
B335.2	India	India	
B335.3	India	India	
B335.4	India	India	
B335.5		Icel.	
B335.6	Lithuania	Lithuanian	Animal warning about trap killed.
B335.7	China	Chinese	
B336	Africa, Spain	Keller. Africa (Hausa), Spanish Exempla	
B338	India	India	
B339.1	India	India	
B341	French, Missouri	Missouri French, N. A. Indian (Menomini)	Disaster follows.
B342	Ireland, U.S.	. Irish, . U.S.	His master has been told to say "Robert is dead". As soon as this is said, the cat leaves.
B343	India	India	
B350	Africa, Breton, Greece, India, Ireland, Japan, indonesian	. Irish myth, Arabian, Breton, Cross. Greek, India, Indonesian, Japanese, Malay, N. A. Indian, ibid. Africa (Basuto)	
B360	Africa, China, Cross, France, India, Ireland, Japan, Korea	. Africa (Gold Coast), . Irish myth, Chinese, Icel., India, Japanese, Korean, Missouri French	
B361	Africa, China, India, Japan, Spain, Zanzibar	. Africa, . Hindu, Chinese, India, Japanese, Spanish Exempla	
B362	China, India, Japan, Korea	Chinese, India, Japanese, Korea	
B363	Africa, Crane, India, Vitry, Zanzibar	. India, Bateman, Thompson-Balys Africa (Zanzibar)	
B363.1	Italy	Italian Novella	Mouse asks that his son marry lion's daughter. Request granted. The mouse is trampled to death by his bride.
B364.1	Africa, India, Philippines	India, Philippine, Thompson-Balys Africa (Lamba)	
B364.2	Italy	Italian Novella	
B364.3	Africa	Africa (Ganda)	
B364.4	Cook, Islands	Cook Islands	
B364.5	India	India	
B365	India, Japan	. Japanese, India, Missouri-French	
B365.0.1	India	India	
B365.1	India	India	
B365.2.1	Germany	German	
B365.3	China	Chinese	
B366	India, Japan	Gr. India, Japanese	
B371.1	India, Spain	. Spanish Exempla, India	Later releases lion from net.
B371.2	India	India	Later warns lion.
B374.1	Spain	Spanish Exempla	
B375	Africa, Angola, Germany, India	. India, Africa (Angola), German	
B375.1	China, French, India, Missouri	. India, Chinese	
B375.1.1	Italy	Italian Novella	Later the fish saves the hero and his family from death at sea.
B375.1.2	India	India	
B375.2	India	India	Teaches hero animals' language (Cf. +B217).
B375.3	India, Japan	India, Japanese	
B375.3.1	Lithuania	Lithuanian	
B375.4	India	India	
B375.5	India	India	
B375.6	India	India	
B375.7	Africa	Africa (Fang)	
B375.8	Korea	Korean	
B375.9	India	S. A. Indian (Toba)	
B375.10	India	India	
B376	Italy	Italian Novella	
B380	India, Spain	India, Spanish Exempla	
B380.1	Spain	Spanish Exempla	
B381	China, India, Spain, Wyandot	. Spanish Exempla, Graham. N. A. Indian (Wyandot), Keller. India, Thompson-Balys. Chinese	In gratitude the lion later rewards the man.
B381.1	Lithuania	Lithuanian	Does not attack the man's livestock.
B381.2	India	India	
B382	India	India, S. A. Indian (Cashinawa)	
B383			
B384			
B385	India	India	
B386	India	India	
B387	China	Chinese	
B388	India	India	
B391	Africa, China, Denmark, India, Japan, Lithuania	. Africa (Benga), . Danish, Carriire India, Chinese, Japanese, Lithuanian, Missouri-French	
B391.1	India	. India	
B391.1.1	India	India	
B391.1.2	India	India	
B391.1.3	India	India	
B391.2	Germany	German	
B391.3	Germany	German	
B391.4		Buddhist myth	
B392	Africa, Angola, Italy, Lithuania, Missouri-French	. Lithuanian, Africa (Angola), Italian Novella, Rotunda. Missouri-French	
B392.1			Hero finds dog with hay and horse with meat. He changes it about.
B393	Japan	Japanese	
B394			
B395	India	India	
B395.1	India	India	
B396	India	India	
B400	India	India	
B401	Canada, Cape, Carriire, France, French, Greece, India, Ireland, Islands, Italy, Missouri, Philippines, Spain, Verde	. India, Cape Verde Islands, French Canadian, Icel., Irish myth, Italian Novella, Missouri French, Rotunda. Breton, Spanish Exempla, Thompson-Balys. Philippine	
B401.1	Ireland	Irish myth	
B402	India	. India	
B403		Breton	
B405	Africa, India	India, Thompson-Balys. Africa (Hausa)	
B411	China, India, Ireland	Chinese, Cross. Breton, India, Irish myth	
B411.1	India, Ireland, Sweden, Wyandot	Cross. Breton, India, Irish myth, Missouri-French, Thompson-Balys. N. A. Indian (Wyandot)	
B411.2	Africa, Canada, France, India, Ireland, Kaffir	. Irish myth, Cross. India, French Canadian, Thompson-Balys. Africa (Basuto)	
B411.3			
B411.4	India	India	
B411.4.1	India	India	
B411.5	India	India	
B411.6		Jewish	
B412	Carriire, India, Missouri-French	India, Missouri-French	
B413	Africa, Angola, Breton, French, India, Ireland, Missouri, Switserland	. Irish myth, . Jewish, Breton, India, Missouri French, Swiss, Thompson-Balys. Africa (Angola)	
B414	Africa, India, Ireland	. Irish myth, Cross. India, Thompson-Balys. Africa (Ekoi)	
B414.1	India	India	
B421	Africa, Angola, Canada, England, France, India, Ireland, Jamaica, Japan, Kaffir, Korea, River, South Africa, Spain, Thompson	. Africa (Zulu), . English, . Fable, . Jewish, Boberg. Breton, French Canadian, Icel., Irish myth, Jamaican, Korean, N. A. Indian (Thompson River), Neuman. India, No, Scotch, Spanish, Thompson-Balys. Japanese	
B422	Breton, Carriire, French, India, Ireland, Italy, Japan, Korea, Missouri, Tonga	. Irish myth, Breton, India, Italian Novella, Japanese, Korean, Missouri French, Scotch, Tonga	
B430	India	India	
B431.1	Africa	Africa (Akan-Ashanti)	
B431.2	Africa, Canada, England, France, India, Ireland, Italy, Orson, Spain, Zanzibar, ywain	. French Canadian, . Spanish Exempla, Boberg. Irish myth, Carriire. Jewish, English, Gr. Icel., Keller. Italian Novella, Missouri French, Neuman. India, Thompson-Balys. Africa (Gold Coast)	
B431.3	China, India, Korea	Chinese, India, Korean	
B431.4		Fable	
B433.1	Ireland	Irish myth, Saints' legend (Irish)	
B433.2	Japan	Japanese, Jewish	
B433.3	Africa, India	Africa (Nao), India	
B433.4	India	India	
B435.1	Africa, Breton, China, France, India, Ireland, Japan, Tonga	. Africa (Tonga), . Irish myth, . Japanese, . N. A. Indian, Breton, India, Jewish, Missouri French, Thompson-Balys. Chinese	
B435.2	India	India	
B435.3	England, Ireland, Italy, Missouri-French, Palerne	. English, Breton, Cross. Italian Novella, Irish myth, Neuman. Missouri-French, Rotunda. Jewish	
B435.4	India, Italy	. Italian Novella, India, Jewish, Missouri-French	
B435.5	Ireland	Irish myth	
B435.6	Spain	Spanish Exempla	
B437	India, Pategonia	India, N. A. Indian	
B437.1	Africa, China, India, Korea	. Africa (Basuto), . India, . Korean, Chinese	
B437.1.1	India	India	
B437.2	Africa, India, Italy	. Africa (Kaffir), . India, . Jewish, Carriire. Buddhist myth, Italian Novella, Missouri-French	
B437.3	Africa, China, India	Cheremis, Graham. Africa (Fang), Sebeok-Nyerges. India, Thompson-Balys. Chinese	
B437.4	Japan	. Breton, Japanese	
B441.1	Chile, India, indonesian	. Chile, . Jewish, Indonesian, Neuman. India	
B441.1.1	Africa, China	. Africa, Chinese	
B443.1	Africa, Angola, India, Ireland, Korea	. Africa (Angola), Irish myth, Neuman. India, Plummer cxlii cxliv. Jewish, Saints' legend (Irish), Thompson-Balys. Korean	
B443.2	Africa, Southeastern	Southeastern Africa	
B443.3	India	India	
B443.4			
B443.5	Madagascar	Madagascar	
B443.6	Africa	Africa (Ganda)	
B443.7	Ireland	Irish myth	
B449.1	India	India	
B449.2	Canada	Canadian	
B449.3	India	N. A. Indian	
B450	Africa, Angola, England, France, India, Indonesia, Ireland, Italy, Japan, Mono-Alu	. Mono-Alu, . New Hebrides, . Papua, . Welsh, Alexander N. Am. Africa (Benga), Carriire. Jewish, Child Eng.-Scot. Italian Novella, Codrington No. N. A. Indian (Pawnee), English, Ikeda. Indonesian, India, Irish myth, Missouri French, Thompson-Balys Japanese	
B451.1	Imerina, Madagascar	Madagascar (Imerina)	
B451.2	India	India	
B451.3	India, Ireland	India, Irish myth	
B451.4	Africa, China, India	Chinese, Graham. Africa (Hausa), India	
B451.5	China, Ireland, Spain	. Irish, Jewish, Neuman. Chinese, Spanish Exempla	
B451.6	China	Chinese	
B451.7	Ireland, Japan	Irish myth, Japanese	
B455.1	Greece, India	Greek, India	
B455.2	Italy	Italian Novella	
B455.3	Africa, Breton, Finland, France, Germany, Greece, Guinea, India, Ireland, New	Africa (Vai), Breton, Finnish, Greek, India, Jewish, Missouri French, Thompson-Balys. German New Guinea, nn. Irish myth	
B455.4	India, Scotland	India, Scottish	
B455.5	India	Hindu, India	
B457.1	Breton, India, Ireland, Italy	Breton, Fable, India, Irish myth, Jewish	
B457.2		Jewish	
B461.1	Africa	Africa (Shangani)	
B461.2	India	India	
B463.1	Ireland	Irish myth, Saints' legend (Irish)	
B463.2	India	India, S. A. Indian (Ceuici)	
B463.3	India, Japan	. N. A. Indian, India, Japanese	
B463.4	India	India	
B469.1	Imerina, Madagascar	Madagascar (Imerina)	
B469.2	India, Ireland	India, Irish myth, Plummer cxlvi. Hindu, Saints' legend (Irish)	
B469.3	India	India	
B469.3.1	India	Cheremis, India	
B469.4	India, Japan	. Japanese, India	
B469.4.1	Africa, Imerina	Africa (Betsileo)	
B469.5	Africa, India, Missouri-French	India, Jewish, Missouri-French, Thompson-Balys. Africa (Fjort)	
B469.5.1		Jewish	
B469.6	Africa	Africa (Hottentot)	
B469.7	India	N. A. Indian (Zusi)	
B469.8	Lithuania	Lithuanian	
B469.9	Africa, India	India, Thompson-Balys. Africa (Ekoi)	
B469.9.1	India	India	
B469.10	Korea	Korean	
B470	Africa, Angola, India, Italy, Japan, Polynesia, indonesian	. Italian Novella, Africa (Angola), Arabian, Carriire. Breton, Hindu, India, Indonesian, Missouri-French, N. Pacific Coast American Indian (Micmac), Polynesian (Celebes)	
B470.1		Marquesas	
B471	Tahiti, Tonga	Mono-Alu-Fauru, Tahiti, Tonga	
B472	India, Ireland, Jamaica, New Zealand	. Jamaica, . Maori, India, Irish myth, Thompson-Balys. N. A. Indian	
B473	Greece	. Jewish, Greek	
B474			
B475			
B476	Hawaii	Hawaii	
B477		Marquesas	
B480	China, India	Chinese, India, Jewish	
B481.1	Africa, China, India, Missouri-French, indonesian	. India, Breton, Carriire. Africa (Fjort), Chinese, Fable, Indonesian, Missouri-French	
B481.2	Africa	Africa (Nao)	
B481.3	Finland, Italy, Japan	. Finnish, Italian Novella, Japanese, Jewish	
B481.3.1	Africa, Ganda	Africa (Ganda)	
B481.4	Africa, Madagascar	Africa (Madagascar), Jewish	
B481.5	India	Jewish, N. A. Indian (Micmac)	
B482.1	Indonesia	Indonesian	
B482.2			
B483.1	Africa, India	. Africa (Ekoi), India	
B483.1.0.1			
B483.2			
B484.1	Canada, France	French Canadian	
B486.1		Arabian	
B486.2	India	India	
B489.1	Africa, Duala, India	. N. A. Indian (Jicarilla Apache), Africa (Duala), India	
B490			
B491.1	Africa, Burma, Estonia, Finland, Greece, India, Italy, Korea, Sumatran, Switserland, Zanzibar, indonesian	. Africa (Gold Coast), . Burmese, . Italian Novella, Carriire. Greek, Estonian, Finnish, India, Jewish, Korean, Missouri-French, Scott Indo-Chinese Myth. Sumatran, Swiss	
B491.2	China, India	Breton, Chinese, Graham. N. A. Indian (Jicarilla Apache), India	
B491.3	Africa, India, Madagascar	India, Thompson-Balys. Africa (Madagascar)	
B491.4	China	Jewish, Persian	
B491.4.1	Africa, China	. Africa (Benga), Chinese	
B491.4.2	China	Chinese	
B491.5	Africa, Hawaii, Tonga	Africa (Fjort), Hawaii, Tonga	
B493.1	Africa, Chile, China, India, South Africa	. Africa (Zulu), . Chile, . Jewish, Chinese, India, Thompson-Balys	
B493.2	China, Missouri-French	. Missouri-French, Chinese	
B495.1	Africa, India	Africa (Mpongwe), India	
B495.2	China	Chinese	
B498.1	China, Italy, Switserland	Chinese, Italian Novella	
B500	Africa, Angola, French, India, Italy, Missouri	. Italian Novella, Africa (Angola), India, Jewish, Missouri French, N. A. Indian	
B501	Africa, Canada, France, India, Italy	. Africa (Kaffir), . Breton, French Canadian, India, Italian Novella, Missouri-French, N. A. Indian (Pawnee), Thompson-Balys. Persian	
B501.1.1	India	India	When all is well hero is to blow on merry-horn; when in trouble on angry-horn.
B501.2	India	India	
B501.3	India	India	
B501.4	India	India	
B505	Africa, Breton, China, India, Zanzibar	. Africa (Zanzibar), Breton, Carriire. India, Chinese, Missouri-French	
B505.1	India	. N. A. Indian (Micmac)	
B505.2	Canada, France	French Canadian	
B505.3	China	Chinese	
B511.1	India	India, Jewish	
B511.1.1	Estonia, Finland	Estonian, Finnish	
B511.1.2	Italy	Italian Novella	
B511.1.3	India	India	
B511.2.1	Ireland	Irish myth	
B511.2.2	Ireland	Irish myth	
B511.3		Icel.	
B511.4	India	S. A. Indian (Cashinawa)	
B511.5	Chinese-Persian	Alu, Chinese-Persian, Papua	
B511.5.1	India	India	
B512	India, Japan	. Icel., Vtslsunga saga ch. N. A. Indian	It heals another animal with a medicine (herb, water, etc.) and thus shows the man the remedy. Sometimes the medicine resuscitates the dead. (The animal is most frequently the serpent.
B513	India, Missouri-French, Spain	India, Missouri-French, Spanish Exempla	The hero learns how to cure his own blindness and the sickness of the king (princess).
B514	Missouri-French	Missouri-French	
B514.1	Japan	Japanese	
B514.2	Finland	Finnish	
B514.3	Africa	Africa (Gold Coast)	
B515	India, Italy	. Italian Novella, India, Jewish	
B516	Greenland, India	Eskimo (Greenland), India	
B520	Africa, China, Duala, Greece	. Greek, Icel., Missouri-French	
B521	Africa, Duala, India, Loango, U.S.	Africa (Duala), India, Jewish, U.S.	
B521.1	Africa, India	Africa (Basuto), Fable, India	
B521.1.1	India	India	
B521.1.2	India	India	
B521.2.1		Fable	The grateful eagle swoops down and takes the man's hat, and thus gets him away from the wall that is about to fall.
B521.3	Africa, India, South Africa	Africa (Zulu), Icel., India, Jewish	
B521.3.1	Greenland, Jamaica	Eskimo (Greenland), Jamaica	
B521.3.2			
B521.3.3			Robber tells flea of plan to rob king. During the robbery the flea bites and awakens the king.
B521.3.3.1	India	India	
B521.3.4	Ireland	Buddhist myth, Irish myth	
B521.3.5	India	India	
B521.4	Africa	Africa (Ekoi)	
B521.5	Hawaii	Hawaii	Flaps wings and arrests man's attention.
B521.6	Hawaii	Hawaii	
B522	India	India, Jewish	
B522.1	Africa, India, Japan, Spain	. Spanish Exempla, Ikeda. Africa (Vai), India, Japanese	Bites the prince and then shows the man the proper remedy (cf. +B512). By thus ingratiating himself the man is freed from false accusation.
B522.2	India	India	Innocent man in possession of stolen jewels, is about to be apprehended. Kite carries off the jewels and saves him.
B522.3	Italy	Italian Novella	Lions do not harm her.
B522.4	Ireland	Irish myth	
B522.4.1	Bering, Strait	Eskimo (Bering Strait)	
B523	Missouri-French	Missouri-French	
B523.1	Africa, India, Japan	. India, . Jewish, Africa (Fang), Japanese, Lappish	
B523.2	Ireland	Irish myth	
B523.3	Tahiti	Tahiti	
B524	India	India	
B524.1	Bering, England, India, Ireland, Spain, Strait, ywain	English, Eskimo (Bering Strait), India, Irish myth, Spanish	
B524.1.1	Africa, Canada, France, Ireland, South Africa	. Africa (Basuto), . Irish myth, French Canadian	
B524.1.2	Africa		
B524.1.2.1	India	India	
B524.1.3	Japan	Japanese	
B524.1.4	Ireland	Irish myth	
B524.1.4.1	Ireland	Irish myth	
B524.1.5	India	India	
B524.1.5.1	India	India	
B524.1.6	Africa	Africa (Mbundu)	
B524.1.7	Ireland	Irish myth	
B524.1.8	India	India	
B524.1.9	China	Chinese	
B524.1.10	China	Chinese	
B524.1.11	India	India	
B524.1.12	India	India	
B524.2	Africa, Indonesian	 (Gr. Icel.: Boberg; Indonesian: De Vries' list No. 48. Africa (Kaffir)	
B524.2.1	India, Japan, Spain	India, Japanese, Jewish, Spanish Exempla	
B524.2.1.1			
B524.3	India	India	
B524.4	Ireland	Irish myth	
B524.5	India	India	
B524.6	India	India	
B524.7	India	India	
B524.8		Jewish	
B525	Spain	Buddhist myth, Spanish Exempla	
B525.1	Caribbean, India	S. A. Indian (Chiriguano)	
B526.1			Master is to be burned at stake.
B526.2			Hero is made to bathe in boiling mare's milk. His mare blows on the milk and cools it.
B527	Ireland, irish	Buddhist myth, Irish myth, Saints' legend (Irish)	
B527.1	India	Hindu, India	
B527.2			
B527.3	Hawaii	Hawaii	
B529.1	India	India	
B529.2	Italy	Italian Novella	
B530	India, Zanzibar	India, Thompson-Balys. Zanzibar	Provide food, shelter, or other necessities.
B530.1	India	S. A. Indian (Warrau)	
B530.2		Buddhist myth	
B531	Africa, Angola, Canada, China, France, Greenland, India, Ireland, Spain, Switserland	. S. A. Indian (Toba), Africa, Breton, Buddhist myth, Chinese, Eskimo (Greenland), French Canadian, India, Jewish, Missouri-French, Saints' legend (Irish), Spanish Exempla, Swiss, Toldo Studien zur vgl. Irish myth	
B531.1	India		
B531.2.1	India	India	
B531.3	India	India	
B531.4	India	India	
B531.5	India	India	
B535	Africa, Brazil, Breton, China, England, Greece, India, Indonesia, Ireland, Italy, Missouri-French, Persian, Wakweli	. Indonesian, . Irish myth, . N. A. Indian, Africa (Basuto), Breton, Chinese, English, Greek, Icel., India, Missouri-French, Persian, Roman, S. A. Indian (Brazil)	Animal nourishes abandoned child.
B535.0.1	India	India	
B535.0.1.1	India	India	
B535.0.2	India	India	Cares for children.
B535.0.3	India	India, Jewish	
B535.0.4	India	India	
B535.0.5	India	India	
B535.0.6	India	India, S. A. Indian (Warrau)	
B535.0.7	Chinese-Persian	Chinese-Persian	
B535.0.7.1	India	India	
B535.0.7.2	India	India	
B535.0.8	India	S. A. Indian (Chiriguano)	
B535.0.9	Italy	Roman myth	
B535.0.10	China	Chinese	
B535.0.11			
B535.0.12	Africa	Africa (Fang)	
B535.0.13	India	S. A. Indian (Cashinawa)	
B535.0.14	Greece	Buddhist myth, Greek	
B535.1	Africa	Africa (Benga)	Permits them to feed from it internally.
B535.2	India	India	
B536.1	India	India	
B537	India	India	
B538.1	Africa, Ireland	Africa (Basuto), Irish myth, Singer Zs. d. Abergl. Jewish	
B538.2	Canada, India	N. A. Indian (Ojibwa)	Wolves shelter man with their tails.
B540	Japan	Japanese	Rescue person or retrieve lost object.
B540.1	Lithuania	Lithuanian	
B540.2	India	India	
B541		Missouri-French	
B541.1			
B541.1.1	India	India	
B541.2		N. A. Indian	
B541.3	Canada, India	. N. A. Indian (Ojibwa)	
B541.4			
B541.4.1	Bering, Greenland, Strait	Eskimo (Bering Strait)	
B541.5			
B542.1	India	India	
B542.1.1	Africa, Finland, Ireland, Japan, Missouri-French	 (Gr. See all references under +B322.1. Irish myth: Cross; Missouri-French: Carriire; Finnish: Kalevala rune 7; Japanese: Hartland Science 194, Ikeda. Africa (Kaffir)	
B542.1.2	Calif., India	Calif. Indian, N. A. Indian	Bat lets him down in a spider-web basket.
B542.1.3	Calif., India	Calif. Indian	
B542.2	India		
B542.2.1	India	India	
B543	Africa, India	. India, Africa (Basuto), Scotch	
B543.0.1	India	India	
B543.1	Calif., India	Calif. Indian	
B543.2	India	India	
B543.3	India, Ireland	India, Irish myth	
B543.3.1	India	India	
B544	Africa, Cameroon, China, India, Missouri-French, South Africa	. Africa (Zulu), Chinese, India, Missouri-French	
B544.1	China, India	Chinese, India	
B545	Japan	Japanese	
B545.1	Spain	Spanish Exempla	
B545.2	India	India	
B546		Breton	
B547.1	India	India	
B547.2	Quebec	French-Canadian	
B547.2.1	U.S.	. U.S.	(Tall tale.)
B547.3	Greece	Greek	
B547.4	India	India	
B548.1	China, India, Indonesia, Missouri-French	. Missouri-French, Chinese, India, Thompson-Balys. Indonesian	Grateful cat, dog, and snake compel mouse to steal it from thief.
B548.1.1	India	India	
B548.1.2	India	India	
B548.2.1	Allgemeinen, Beilage, Greece, India, Ireland, Italy, Spain, Zeitung	. Irish myth, Greek, India, Italian Novella, Jewish, Spanish	
